,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
15,6400dc9af341e8a575a457f6,A1,running,7,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,0,0,0]",these sections indicate movement in the picture,7.0,,8.0,,6.0,,
16,6400dc9af341e8a575a457f6,A1,running,7,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,0,0,0]",these sections indicate movement in the picture,7.0,,8.0,,6.0,,
17,5e4875f3110b3730eefa32a1,A1,running,6,"[0,0,0,0]","[0,0,0,0]","[0,0,0,1]","[0,0,0,0]",It is rather dynamic to have a nude person on the beach where other people are fully clothed,3.0,  It would complement the artwork better,5.0,,5.0,,
18,5e909d9ac9ce2503b2650797,A1,running,3,"[0,0,0,0]","[0,0,1,0]","[1,1,0,1]","[0,0,0,0]",because they have the most movement,5.0,  because they are gently playing,4.0,,3.0,,
19,5fc00a11268eb941e7d8b066,A1,running,7,"[0,0,0,0]","[0,0,0,0]","[0,0,0,1]","[0,0,0,0]","Because the boy is running naked, which piques the viewer's intrigue because it's a public place and you don't expect that.",7.0,  Because they're running frantically.,6.0,,3.0,,
20,5b295f60bbd4880001117976,A1,running,4,"[0,0,0,0]","[0,0,1,0]","[0,1,0,1]","[0,0,0,0]",There are action figures and the sea is moving,4.0,  Most of the picture is actually quite peaceful with sand and sea.,3.0,,4.0,,
21,630100561dc47fd83f5b4745,A1,running,8,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,0,0,0]",The sea and the kids running happily. ,5.0,,2.0,,8.0,,I expect the music to be upbeat and happy. 
22,5f7959d0b6791155e6932dd1,A1,running,6,"[0,0,0,0]","[0,0,0,0]","[1,1,1,1]","[0,0,0,0]","The flow of the children's clothes plus the contrast of the bare skin, for me, impacted on the dynamism in the picture. It is what draw my eyes initially and made the picture interesting.",6.0,  The running makes me think that accompanying music will also have a faster pace to match it.,7.0,  Children generally have a higher pitch so i would expect the accopanying music to match that.,3.0,  The picture has a lightness to it and so I think the music should also we light.,"As there are a number of children in this picture, I would think that the music should also have a number of instruments to portray this."
23,5967e9a831394d0001abdb3f,A1,running,9,"[0,0,0,0]","[0,0,0,0]","[1,1,1,1]","[0,0,0,0]","The figures are shown as moving figures, which enhances the dynamics and make it feel like the picture is real",4.0,"  The children are at a slow running speed, so don't need anything too fast or dramatic",4.0,,4.0,  It's a light piece of artwork,
24,657421f9661ce9a8cd7482d1,A1,running,10,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",The beauty of the art piece is found in this region ,1.0,"  A slow, quiet classical music is perfect for the art work as if there is a cool breeze",5.0,  Moderate music density is perfect,5.0,,
25,5e56590389b924000c184113,A1,running,8,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,0,0,0]",The sense of movement and motion.,7.0,,5.0,,7.0,,"A sense of movement, of the waves rolling and of running."
26,65c4bfbc22bc351322c66e32,A1,running,6,"[0,1,0,0]","[0,0,1,0]","[0,0,0,1]","[0,1,0,0]",I feel they stand out in an astonishing style,3.0,,3.0,,5.0,,
27,63f77942d3cad20e65a411a9,A1,running,8,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[0,0,0,0]","it seems like the entire picture is dynamic except the bottom row, as the sand is static",5.0,  to match the sound of the waves,7.0,,5.0,,
28,5c584d2040378900013b6fb9,A1,running,8,"[0,0,0,0]","[0,0,0,0]","[1,1,1,1]","[0,0,0,0]",They show kids freely and energetically running. The background shows a wave which is also energetic.,7.0,  Its fun and they are running and playing. ,6.0,"  Slightly higher as its quite a free, happy scene",7.0,  They are running and waves are crashing. This needs more dense sound.,
29,613e454dca2db9fcef1f8e8d,A1,running,9,"[0,0,0,0]","[0,0,1,0]","[1,1,1,0]","[0,0,0,0]",Movement of waves crashing and children running,7.0,  becauase there is a lot of movement but it is playful rather than intense,6.0,  To convey a sense of fun,4.0,"  Not too dense as there is a playfulness to it, but enough to convey the layers of a movement",Gentle rhythmic crashing for the waves and a sound that represents children's laughter.
