,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
10,밍경댕,A13,sit,0,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]",산과 같은 정적인 배경과 여인의 심드렁한 표정 및 턱을 괴고 앉아있는 정지된 포즈,1.0,1 |  여인의 표정과 포즈에 드러나는 심심한 감정엔 느린 음악이 잘 어울릴 것 같음,5.0,5 |  정적으론 보이지만 우울해 보이진 않아 낮음 음보단 보통의 음악으로 표현했으면 좋겠음.,2.0,2 |  여러 악기를 사용하지 않고 단일 악기만으로 연주되는 음악이 상상됨.,
11,배뀽,A13,sit,0,"[0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0, 0, 0]","[0, 0, 0, 0]",뒤에 풀이 흔들리는 정도? ,1.0,1 |  고민하고 있어서 ,1.0,1 |  아무 행동도 취하지 않아서 ,0.0,0 |  가만히 고민하는데 밀도가 높으면 고민을 못할 것 같음 ,
12,미지,A13,sit,0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","바람이 불지않는 날씨, 멍하게 앉아있는 여자 등 전체적인 분위기",2.0,2 | 역동적이지는 않지만 외부 환경을 바탕으로 하고 있기때문에 매우 느리지는 않고 어느정도만 느린 템포가 이상적임,7.0,7 | 여성의 휴식이 잠깐으로 느껴지기때문에 보통보다 약간 높은 음,1.0,1 | 휴식 중인 그림 상황에 맞게 단조로운 음악이 어울림,
13,boldmas,A13,sit,0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The woman is the main subject of the painting and the focus is on her.,0.0,0 | There are no actions taking place,4.0,4 | The scene is static but relaxing.,1.0,"1 | There is not much going on in the artwork, so not much density should be expected from the music.",
14,Seong Ho,A13,sit,2,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,0]",앉아서 멍때리는 여자 느낌이 정적임.,0.0,  아무 생각 안하는 느낌 표현 원함.,5.0,,2.0,"  멍때리는데, 풀이 많아서 너무 Sparse 느낌은 아님.",빽빽함. 몰래 쉬는 느낌.
15,5e67524094c67a000a04ca8e,A13,sit,4,"[0,1,1,1]","[0,1,1,1]","[0,0,0,0]","[0,0,0,0]",I see nature rustling slightly,4.0,,4.0,,4.0,,
16,6400dc9af341e8a575a457f6,A13,sit,9,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,1]",the person in the picture is the only remarkable thing about the image,2.0,,4.0,,7.0,,
17,5e4875f3110b3730eefa32a1,A13,sit,0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",main character,0.0,,3.0,,1.0,,
18,5e909d9ac9ce2503b2650797,A13,sit,2,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",the look in the girls face,2.0,,2.0,,6.0,,
19,5fc00a11268eb941e7d8b066,A13,sit,5,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,0,0]",The lady's headwear contrasts with the background.,4.0,,7.0,,6.0,,
20,5b295f60bbd4880001117976,A13,sit,2,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Ladys is moving her stick through the field,2.0,,3.0,,3.0,,
21,630100561dc47fd83f5b4745,A13,sit,4,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,1]","The woman kneeling down, looking like she is waiting for something. ",0.0,,0.0,,1.0,,
22,5f7959d0b6791155e6932dd1,A13,sit,4,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",The face of the figure is what brings dynamism to the picture and the viewer wonders what she is thinking.,4.0,  The tempo should be middling to depict the comtemplative nature of the picture.,3.0,  The music should be low and thoughtful like the picture.,5.0,  The density should also be middling like an idle thought.,The music should be simple and also have a sense of boredom like the figure in the picture.
23,5967e9a831394d0001abdb3f,A13,sit,2,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","The figure is sitting down, but looks like she could move at any moment",3.0,  To accompany the seated position,3.0,,1.0,,
24,657421f9661ce9a8cd7482d1,A13,sit,10,"[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",a very unique sense of dynamic,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
25,5e56590389b924000c184113,A13,sit,3,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",The expression and activity of the figure impacts.,3.0,,5.0,,7.0,,Richness to colours and landscape
26,65c4bfbc22bc351322c66e32,A13,sit,5,"[0,0,0,0]","[0,0,1,0]","[0,1,0,0]","[0,0,0,0]",Undoubtedly very beautiful,2.0,,2.0,,6.0,,
27,63f77942d3cad20e65a411a9,A13,sit,5,"[0,0,0,0]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]",the long grass seems in motion,2.0,,3.0,,2.0,,
28,5c584d2040378900013b6fb9,A13,sit,3,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,1]",A lady still in possible hiding or boredom,1.0,,1.0,,2.0,,
29,613e454dca2db9fcef1f8e8d,A13,sit,3,"[0,0,1,0]","[1,0,0,0]","[0,0,1,0]","[0,0,1,0]","The vastness and solidity of the mountains in the background, contrasted with the grasses and plants in the foreground gives a sense of movement. I feel that the figure is about to get up and work.",3.0,,5.0,,6.0,  dramatic scenery,
