,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
14,Seong Ho,A4,dancing,9,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,0,1,0]","춤추는 여자, 박수로 호응하는 관객들이 역동적임.",9.0,  신나는 느낌 표현 원함.,8.0,"  따뜻한 색채 & 신나는 느낌 표현 원함,",10.0,  사람들이 빽빽한 느낌이 표현되었으면 함.,평화로움.
15,5e67524094c67a000a04ca8e,A4,dancing,8,"[1,0,1,1]","[1,1,1,1]","[1,1,0,0]","[1,0,0,0]",I can see lots of different movements from the fire to the tamborine,8.0,,6.0,,5.0,,
16,6400dc9af341e8a575a457f6,A4,dancing,10,"[0,0,1,1]","[1,0,1,1]","[1,1,1,1]","[1,1,1,0]",there are a lot of different things going on in this picture,4.0,,7.0,,3.0,,
17,5e4875f3110b3730eefa32a1,A4,dancing,6,"[0,0,1,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",the female character,7.0,,6.0,,5.0,,
18,5e909d9ac9ce2503b2650797,A4,dancing,4,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",the movement of the lady even pointed toes,7.0,,5.0,,5.0,,
19,5fc00a11268eb941e7d8b066,A4,dancing,6,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The woman's face is shown very clearly as opposed to the others' faces.,6.0,,3.0,,7.0,,
20,5b295f60bbd4880001117976,A4,dancing,8,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,1,1,1]",The lady is dancing to a band playing music.,7.0,,7.0,,7.0,,
21,630100561dc47fd83f5b4745,A4,dancing,6,"[0,0,1,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",You can see the way her body is slightly moving even from the still picture. ,2.0,,2.0,,1.0,,
22,5f7959d0b6791155e6932dd1,A4,dancing,7,"[0,0,0,0]","[1,0,1,0]","[0,0,0,0]","[0,0,0,0]",The musical instruments makes you think of movement and sound so that is what brings the dynammism.,7.0,  There is a celebratory aspect to the picture and so there should also be a higher tempo to the accompanying music.,6.0,  The pitch should be mimic that you get from the same instruments played in the picture.,4.0,"  The picture shows festivity, music and dnace and so the music should be light.",I would be great if the music will have the same instruments as what is shown in the picture.
23,5967e9a831394d0001abdb3f,A4,dancing,6,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",The figure is dancing and playing the tambourine creating the dynamism,7.0,  To make it dramatic,5.0,,6.0,,
24,657421f9661ce9a8cd7482d1,A4,dancing,8,"[0,1,1,1]","[0,1,1,1]","[0,1,1,0]","[0,1,1,0]",There is sense of dynamic in the art work,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
25,5e56590389b924000c184113,A4,dancing,5,"[0,0,1,0]","[1,1,1,1]","[0,1,1,0]","[0,0,1,0]","Gentle and harmonious dancing, sense of movement but not lots of emotion.",5.0,,5.0,,1.0,"  It appears she is dancing to the piper in the picture, so not a full sound.",
26,65c4bfbc22bc351322c66e32,A4,dancing,6,"[0,1,1,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,1]",Special in it's own way,2.0,,2.0,,6.0,,
27,63f77942d3cad20e65a411a9,A4,dancing,4,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",the dancing lady,7.0,,8.0,,7.0,,
28,5c584d2040378900013b6fb9,A4,dancing,3,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,0,1,0]","The shape of their arms and legs, the playing of instruments give a slow and methodical movement to this",4.0,,5.0,,6.0,,
29,613e454dca2db9fcef1f8e8d,A4,dancing,5,"[0,0,1,0]","[0,0,1,1]","[0,1,1,0]","[0,0,1,0]","The figure dancing brings movement to the scene, contrasted with others standing still or sitting, so there is a balance of movemenet and stilness.",6.0,  There is a restful feel with the work completed in the background and others sitting and resting. At the same time the dancer's movmenet and tambourine suggest a pace suitable for dancing.,5.0,  Suggested by the instrument in the picture,2.0,  Suggested by the instrument in the picture and the simple nature of the setting.,
